CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase
12408,4,56.9,751.49,525.8,2103.2,12.78290224,36.17344998,35.57864207,4.124191708,11.340814,28,190
12409,2,4860.64,6196.29,5528.465,11056.93,26.12108424,32.47501793,17.54212064,14.1504016,9.711375581,8,112
12410,2,68,613.08,340.54,681.08,4.933341164,55.3385799,5.197627298,33.05044929,1.480002349,238,238
12412,3,336.14,514.5,408.96,1226.88,24.13031429,35.03195097,23.09761346,1.454910016,16.28521127,4,99
12413,2,84.65,415.3,249.975,499.95,8.940894089,9.9509951,29.5729573,36.85368537,14.68146815,166,267
12414,3,153.76,242.8,187.47,562.41,21.12337974,49.18120233,8.961433829,8.721395423,12.01258868,147,240
12415,13,61.2,22775.93,7754.733077,100811.53,26.78020064,34.83849516,15.95549636,8.839782513,13.58602533,29,267
12417,7,259.39,562.69,395.1671429,2766.17,22.39558668,39.07532798,8.151704342,19.17994917,11.19743183,36,287
12418,1,668.58,668.58,668.58,668.58,23.37790541,9.692183434,4.494600497,45.44706692,16.98824374,42,42
12421,3,157.45,239.35,209.52,628.56,8.710385643,50.51228204,13.93661703,8.519473081,18.3212422,44,249
12422,3,147.7,417.36,267.8533333,803.56,7.242769675,52.06331823,35.82806511,0,4.865846981,25,254
12423,7,84.92,347.35,234.3528571,1640.47,5.041238182,39.83004871,31.09840473,4.276213524,19.75409486,30,283
12424,2,294.64,1466.32,880.48,1760.96,36.39492095,20.38887879,40.0576958,2.027303289,1.131201163,92,92
12425,1,777.2,777.2,777.2,777.2,12.73803397,56.41533711,18.96551724,2.187339166,9.693772517,8,8
12426,1,582.73,582.73,582.73,582.73,9.112281846,52.80833319,22.13718189,13.7628061,2.179396976,124,124
12427,1,246.55,246.55,246.55,246.55,0,45.99472724,21.59805313,32.40721963,0,301,301
12428,8,373.72,2462.42,933.6075,7468.86,20.48880284,37.16484176,13.7666257,16.82920821,11.7505215,50,213
12429,3,437.98,1281.5,948.2933333,2844.88,37.44270409,25.72410787,16.81547201,14.45403673,5.563679312,102,295
12431,11,118.8,640.1,436.6827273,4803.51,16.23604406,37.75738991,12.67094271,28.97256381,4.363059513,49,303
12432,3,454.6,2862.06,1338.886667,4016.66,10.93819243,38.6166616,11.17246668,28.54735029,10.725329,100,102
12433,3,1867.98,2608.11,2131.743333,6395.23,15.37708573,32.37850711,18.98821465,10.23809933,23.01809317,21,303
12434,2,273.05,519.89,396.47,792.94,19.82495523,16.05417812,7.067369536,39.39768457,17.65581255,14,190
12435,2,3850.9,3978.99,3914.945,7829.89,8.218506263,25.7812051,15.33099443,50.6692942,0,9,197
12436,1,509.01,509.01,509.01,509.01,30.14675547,15.71678356,21.8974087,19.27270584,12.96634644,29,29
12437,12,65.1,501.64,248.2716667,2979.26,2.658378255,53.78718205,11.42901257,4.474265422,27.6511617,8,261
12438,1,890.07,890.07,890.07,890.07,12.04961408,47.1592122,15.45721123,9.83630501,15.49765749,70,70
12441,1,173.55,173.55,173.55,173.55,22.03975799,19.01469317,40.7951599,0,18.15038894,296,296
12444,3,562.54,1870.2,1063.27,3189.81,18.26127575,45.48452729,11.06931134,23.90581257,1.279073048,15,101
12447,1,476.49,476.49,476.49,476.49,13.50500535,45.7596172,28.45809986,10.85017524,1.427102353,173,173
12449,3,777.95,1087.7,908.1933333,2724.58,22.36858525,31.3912603,19.31673873,22.24746566,4.675950055,21,117
12450,2,96,101.88,98.94,197.88,0,56.85263796,32.95936931,0,10.18799272,86,103
12451,2,2388.31,2817.51,2602.91,5205.82,7.01330434,40.87982297,22.41145487,6.935506798,22.75991102,148,254
12453,1,707.09,707.09,707.09,707.09,19.32568697,42.96482767,15.60480278,8.867329477,13.2373531,64,64
12455,6,15,1683.9,411.1433333,2466.86,10.64105786,32.53528777,12.88682779,4.365874026,39.57095255,3,226
12456,2,940.17,1298.08,1119.125,2238.25,9.402434938,55.69931866,8.80598682,14.19635876,11.89590082,61,184
12457,6,40,728.83,319.63,1917.78,16.89714149,52.17230339,12.94152614,14.66018,3.328848982,11,169
12458,2,441.92,505.48,473.7,947.4,10.31243403,63.24678066,12.00126662,5.383153895,9.056364788,1,214
12461,2,200,626.88,413.44,826.88,17.59626548,43.31220975,4.281153251,30.71787926,4.09249226,24,84
12462,1,741.31,741.31,741.31,741.31,14.71718984,54.33759156,8.754771958,15.9582361,6.232210546,233,233
12463,3,291.98,337.84,314.7966667,944.39,8.105761391,53.19624308,22.96508858,3.536674467,12.19623249,105,171
12464,6,34,213.9,130.0916667,780.55,0,78.22048556,9.8007815,11.97873294,0,36,239
12465,1,440.94,440.94,440.94,440.94,11.47548419,30.48033746,27.07851408,7.347938495,23.61772577,99,99
12468,2,220.59,503.45,362.02,724.04,11.62228606,43.23656152,28.2442959,4.613004806,12.28385172,117,246
12471,21,29.7,1954.84,537.162381,11280.41,14.39841282,56.20673362,12.5501644,5.236511793,11.60817736,8,294
12472,5,545.33,1631.3,951.746,4758.73,10.42925318,51.35046536,18.03401328,3.631220935,16.55504725,68,299
12473,2,514.06,595.73,554.895,1109.79,6.577821029,48.12081565,16.60224006,4.649528289,24.04959497,44,121
12474,13,7.8,776.32,326.9423077,4250.25,6.614905006,46.26151403,26.24504441,2.417504853,18.4610317,28,259
12476,7,12.45,1406.57,517.5785714,3623.05,12.38873325,57.08284456,14.19963843,10.79753247,5.531251294,14,291
12477,3,2216.52,4169.58,2914.016667,8742.05,36.85028111,24.86567796,15.98400833,20.31903272,1.98099988,30,231
12480,3,557.68,816.25,714.9833333,2144.95,17.08198326,44.66724166,19.32912189,7.272896804,11.64875638,73,266
12481,8,134.82,1001.21,512.0375,4096.3,16.10477748,50.743842,14.90247296,5.398774504,12.85013305,109,295
12483,6,8.5,507.56,262.5933333,1575.56,20.13887126,39.44248394,30.52628907,0,9.892355734,28,269
12484,4,140,1246.49,904.175,3616.7,21.17676335,41.64265767,13.41554456,11.01833163,12.7467028,30,266
12488,1,553.39,553.39,553.39,553.39,14.24854081,44.99539204,18.70290392,20.38345471,1.669708524,5,5
12489,1,334.93,334.93,334.93,334.93,19.30254083,38.94843699,25.97557699,12.76386111,3.009584092,266,266
12490,6,331.5,1035.82,592.0983333,3552.59,7.809795107,39.93424516,38.30050752,3.405965788,10.54948643,23,259
12492,1,126.39,126.39,126.39,126.39,50.67647757,14.24163304,22.78661286,0,12.29527653,35,35
12493,2,201.24,215.55,208.395,416.79,7.125890736,58.158785,24.49914825,3.047098059,7.169077953,95,127
12494,5,4.95,403.09,164.972,824.86,9.250054555,35.24840579,43.19399656,6.061634702,6.245908397,91,295
12497,1,1043.1,1043.1,1043.1,1043.1,0,49.81305723,17.02617199,0,33.16077078,11,11
12500,6,185.64,378,295.64,1773.84,5.090650792,83.81815722,3.207730122,7.362558066,0.520903802,36,263
12501,1,2089.68,2089.68,2089.68,2089.68,15.07407833,32.1164006,16.03355538,12.07361893,24.70234677,266,266
12502,5,522.6,1092.35,744.774,3723.87,14.06735466,48.07498651,9.552427985,24.66385776,3.641373088,25,239
12506,1,73.5,73.5,73.5,73.5,26.05442177,10.27210884,22.38095238,37.82312925,3.469387755,162,162
12507,3,46.75,811.9,421.1866667,1263.56,9.908512457,55.76466492,9.615689006,0,24.71113362,64,228
12509,1,176.5,176.5,176.5,176.5,56.09065156,10.19830028,0,19.26345609,14.44759207,214,214
12510,2,301.52,681.05,491.285,982.57,25.97982841,40.84187386,5.404195121,23.10267971,4.671422901,72,255
12513,1,586.79,586.79,586.79,586.79,3.834421173,58.2065134,12.3042315,0,25.65483393,42,42
12514,1,1017.68,1017.68,1017.68,1017.68,8.47024605,37.45578178,11.05455546,32.99661976,10.02279695,197,197
12515,1,383.7,383.7,383.7,383.7,9.968725567,57.27130571,4.61297889,18.92103206,9.22595778,283,283
12516,2,583.2,728.86,656.03,1312.06,0,10.74645977,61.82644086,0,27.42709937,7,110
12517,3,379.25,771.75,639.3166667,1917.95,11.42104852,39.96454548,30.13530071,8.115435752,10.36366954,3,120
12518,2,324.83,524.9,424.865,849.73,9.579513493,48.63191837,21.53625269,8.432090193,11.82022525,7,40
12520,5,246.54,935.67,516.502,2582.51,15.03963199,48.53805019,14.82937143,8.64469063,13.4419615,9,203
12521,1,599.68,599.68,599.68,599.68,11.18096318,44.23192369,33.0743063,5.286152615,6.226654216,72,72
12523,8,102.95,204.75,142.76625,1142.13,22.51057235,37.59029182,19.71054083,6.636722615,13.55187238,9,261
12524,6,289.1,1094.33,520.4133333,3122.48,3.705388025,58.13744203,18.62141631,5.015244293,14.52050934,92,263
12526,1,520.3,520.3,520.3,520.3,11.38766096,50.93215453,25.13934269,2.854122622,9.6867192,24,24
12527,3,63.79,152.4,116.2366667,348.71,4.258552952,20.99165496,43.3426056,9.750222248,21.65696424,11,255
12528,4,229,493.53,319.0425,1276.17,12.75300313,47.62688357,9.708737864,22.19923678,7.712138665,44,242
12530,3,378,417.6,394.3333333,1183,13.61792054,33.39814032,34.42096365,5.714285714,12.84868977,53,266
12534,1,1089.18,1089.18,1089.18,1089.18,8.152922382,60.77324226,6.408490791,12.70221635,11.96312822,60,60
12535,2,344.9,371.45,358.175,716.35,48.55866546,9.576324422,8.543309835,27.6261604,5.69553989,21,116
12539,3,1085.99,1715.85,1505.896667,4517.69,17.09944684,46.20170928,19.35148273,12.5130321,4.834329049,192,263
12540,13,277.48,1380.11,801.3492308,10417.54,10.91687673,57.09534113,14.11273679,7.980770892,9.894274464,7,291
12541,2,223.74,312.4,268.07,536.14,8.309396799,56.74637222,8.896929906,2.769798933,23.27750214,103,210
12545,2,372.24,628.15,500.195,1000.39,8.951508912,69.6928198,1.769309969,11.76541149,7.82094983,5,189
12546,1,740.2,740.2,740.2,740.2,17.30613348,34.6663064,31.41042961,0,16.61713051,7,7
12547,2,48.4,159.4,103.9,207.8,0,55.82290664,14.72569779,0,29.45139557,127,210
12548,1,95.2,95.2,95.2,95.2,0,100,0,0,0,96,96
12550,1,964.83,964.83,964.83,964.83,13.15775836,46.17393738,12.1523999,16.8786211,11.63728325,9,9
12551,1,168,168,168,168,0,53.57142857,46.42857143,0,0,287,287
12553,7,6.3,664.01,340.47,2383.29,17.08142945,36.43283025,29.88935463,4.288189855,12.30819581,40,259
12556,1,312.9,312.9,312.9,312.9,15.75583253,33.93096836,14.80664749,24.43272611,11.0738255,81,81
12557,4,620,4146.34,2250.24,9000.96,73.96011092,25.13331911,0,0,0.906569966,88,301
12559,2,75.6,460.61,268.105,536.21,34.36153746,22.23009642,31.21911192,3.170399657,9.018854553,240,249
12560,2,144,1268.61,706.305,1412.61,27.28283107,38.08906917,12.07268814,5.741145822,16.81426579,42,73
12561,1,238.85,238.85,238.85,238.85,32.42620892,9.796943689,12.68578606,18.96587817,26.12518317,232,232
12562,4,388.64,650,498.4675,1993.87,8.68913219,41.02574391,35.83583684,5.99838505,8.450902015,11,128
12564,1,456.9,456.9,456.9,456.9,13.0006566,54.99015102,11.62179908,20.3873933,0,191,191
12565,1,131.17,131.17,131.17,131.17,21.86475566,58.54997332,15.74292902,0,3.842341999,218,218
12566,1,346.7,346.7,346.7,346.7,18.1424863,42.19786559,0,16.38304009,23.27660802,16,16
12567,8,286.34,1650.1,945.455,7563.64,15.17258886,44.64741844,14.70032947,17.89945053,7.580212702,26,299
12569,15,60.65,324.98,141.732,2125.98,17.18736771,46.61803027,16.84305591,11.03726282,8.314283295,22,182
12571,1,248.35,248.35,248.35,248.35,5.979464465,72.39782565,6.160660358,0,15.46204953,51,51
12573,1,160.54,160.54,160.54,160.54,6.16668743,15.51638221,58.02292264,6.197832316,14.09617541,157,157
12574,1,218.45,218.45,218.45,218.45,22.72831312,23.3463035,44.81574731,9.109636072,0,245,245
12576,4,154.8,275.7,231.925,927.7,9.58283928,61.27950846,10.52064245,1.072545004,17.54446481,25,234
12577,1,195.89,195.89,195.89,195.89,14.77870233,47.37352596,13.3493287,6.89162285,17.60682015,289,289
12578,1,1586.41,1586.41,1586.41,1586.41,18.54186497,42.7480916,24.23396222,6.561985867,7.914095347,260,260
12579,1,410.72,410.72,410.72,410.72,9.495520062,47.79898714,16.87280873,7.742500974,18.09018309,8,8
12580,1,415.7,415.7,415.7,415.7,8.371421698,55.35241761,13.51936493,4.763050277,17.99374549,176,176
12582,2,205.16,306.2,255.68,511.36,13.94321026,47.04317897,19.13720275,0,19.87640801,168,218
12583,11,243.1,855.86,455.1090909,5006.2,21.29559346,39.55714914,14.08853022,3.923135312,21.13559187,0,303
12584,5,12.75,453.73,186.498,932.49,31.50704029,22.70694592,6.327145599,39.45886819,0,10,210
12585,2,777.25,1207.26,992.255,1984.51,8.062443626,48.12623771,9.334798011,14.22517397,20.25134668,164,281
12589,1,131.5,131.5,131.5,131.5,0,74.75285171,0,0,25.24714829,74,74
12590,2,523,9338.38,4930.69,9861.38,23.66504485,20.23550456,19.30561443,28.80387938,7.989956781,141,141
12591,1,452.85,452.85,452.85,452.85,6.558463067,43.61267528,23.84895661,5.708291929,20.27161312,247,247
12592,2,205.8,231.8,218.8,437.6,0,73.28610603,5.347349177,0,21.36654479,22,143
12593,3,85.8,236,139.3666667,418.1,0,85.52977757,5.022721837,9.447500598,0,38,148
12594,8,28,721.95,313.9875,2511.9,6.503045503,40.10908078,44.78522234,2.68123731,5.921414069,51,252
12596,1,269.95,269.95,269.95,269.95,26.52343026,25.41211335,18.57751435,7.371735507,22.11520652,172,172
12597,2,516.15,912.66,714.405,1428.81,19.33427118,34.87237631,17.18073082,15.79636201,12.81625968,113,198
12598,5,36,700.46,385.148,1925.74,10.77507867,43.24052053,16.14236605,8.256566307,21.58546844,1,214
12599,6,78.6,201.86,142.84,857.04,5.250630076,45.62214132,8.541024923,0,40.58620368,56,234
12600,9,76.5,427.94,244.6066667,2201.46,4.533355137,18.96650405,8.200921207,65.92897441,2.370245201,14,301
12601,5,68.1,144.26,113.912,569.56,5.267223822,51.78910036,34.02626589,4.45080413,4.466605801,119,262
12604,2,75.68,178.5,127.09,254.18,11.68463294,50.27932961,11.09449996,0,26.94153749,9,191
12609,3,287.93,512.8,375.6166667,1126.85,14.50059901,36.86737365,22.31530372,13.52886365,12.78785996,8,248
12610,2,309.5,935.2,622.35,1244.7,12.13947136,50.36956696,15.91146461,10.81385073,10.76564634,36,56
12612,1,643.59,643.59,643.59,643.59,18.48226355,9.322705449,30.74939014,28.07688124,13.36875961,4,4
12613,4,18,803.66,365.63,1462.52,15.76730575,28.47140552,45.20143314,2.23586686,8.323988732,127,192
12614,1,315.6,315.6,315.6,315.6,35.07604563,12.02471483,9.69581749,43.20342205,0,207,207
12615,2,576.65,634.74,605.695,1211.39,11.84176855,34.3985009,32.25220614,8.197194958,13.31032946,1,98
12616,2,229.4,427.85,328.625,657.25,0.753138075,50.90909091,9.676683149,32.9707113,5.690376569,25,227
12619,6,199.8,688,394.4916667,2366.95,0,32.33148144,22.34943704,5.272608209,40.04647331,7,183
12620,2,377.66,561.66,469.66,939.32,13.73333901,47.12132181,17.91721671,7.675765447,13.55235702,10,134
12621,17,49.8,1209.8,657.8258824,11183.04,9.714710848,36.36390463,34.06560291,8.191869116,11.6639125,11,295
12622,1,180.1,180.1,180.1,180.1,16.57412549,42.22654081,29.87229317,0,11.32704053,162,162
12623,1,305.1,305.1,305.1,305.1,6.489675516,38.90527696,35.00491642,0,19.6001311,206,206
12624,2,299.94,341.19,320.565,641.13,11.44073745,44.81930342,9.35847644,18.27242525,16.10905745,36,107
12625,2,967.2,1652.22,1309.71,2619.42,7.604736926,41.37938933,29.2049385,5.562300051,16.24863519,141,249
12626,6,132.8,1062.84,756.9783333,4541.87,13.17849256,38.06978183,31.08675502,8.964369302,8.700601294,42,256
12627,5,72,819.26,545.566,2727.83,14.60868163,49.54084382,24.64303127,2.947397748,8.260045531,26,70
12633,3,219.2,1012.82,641.8,1925.4,11.15352654,25.2103459,26.86091202,16.26155604,20.5136595,59,217
12635,2,683.64,1005.54,844.59,1689.18,9.025089096,44.74893143,23.40543933,5.114907825,17.70563232,19,84
12637,7,4.63,1502.03,799.2642857,5594.85,23.22582375,36.11321126,16.26424301,13.78428376,10.61243822,21,253
12639,1,486.1,486.1,486.1,486.1,11.74655421,65.71693067,13.5157375,5.317835836,3.702941782,168,168
12640,1,764.59,764.59,764.59,764.59,27.51801619,35.29342523,18.99580167,14.89687283,3.295884069,11,11
12641,1,185.9,185.9,185.9,185.9,17.13286713,50.16137708,16.46046261,9.144701452,7.100591716,45,45
12642,1,366.45,366.45,366.45,366.45,0,66.62573339,8.17028244,0,25.20398417,37,37
12643,6,202.48,1202.22,557.44,3344.64,0,43.14365672,39.03559127,13.90284156,3.917910448,58,262
12644,1,477.91,477.91,477.91,477.91,30.06842292,38.9089996,3.126111611,7.114310226,20.78215564,59,59
12645,3,369.3,492.16,430.3533333,1291.06,3.857295556,47.37967252,33.95659381,0,14.80643812,39,246
12647,11,85.5,545.9,304.6154545,3350.77,23.63964104,39.66849411,22.69448515,8.783055835,5.214323872,8,299
12648,1,318.05,318.05,318.05,318.05,10.43861028,44.20688571,9.243829587,24.35151706,11.75915737,84,84
12649,3,15.3,375,207.8366667,623.51,2.38167792,23.7686645,52.48352071,0,21.36613687,37,142
12651,1,114,114,114,114,28.55263158,13.15789474,0,15.65789474,42.63157895,264,264
12652,1,914.53,914.53,914.53,914.53,12.78252217,45.49659388,21.229484,8.594578636,11.89682132,261,261
12653,2,779.1,1430.75,1104.925,2209.85,14.19327104,50.77267688,14.08602394,12.46238432,8.485643822,78,226
12654,3,48.1,166.6,112.5833333,337.75,8.837897853,50.00740192,31.72464841,4.396743153,5.03330866,127,225
12656,4,541.2,1161.07,859.205,3436.82,10.51117021,58.99203333,22.30550334,5.761139658,2.430153456,2,163
12657,1,618.44,618.44,618.44,618.44,16.7679969,30.52842636,26.37927689,17.72201022,8.602289632,8,8
12662,7,261.48,493.68,374.4228571,2620.96,12.16729748,37.30312557,32.61438557,7.419037299,10.49615408,37,303
12664,4,319.6,661.58,569.27,2277.08,85.70537706,11.40934882,2.015739456,0,0.869534667,17,252
12665,1,63,63,63,63,0,100,0,0,0,254,254
12668,3,469.87,1410,963.2233333,2889.67,20.35699578,47.49711905,14.85429132,13.34235397,3.949239879,189,285
12669,2,471.43,1136.3,803.865,1607.73,11.65929603,46.7373253,15.72963122,5.181218239,20.69252922,80,186
12670,3,393.34,633.05,544.8233333,1634.47,8.351331012,45.39086065,23.84075572,13.72922109,8.687831529,28,162
12672,1,225.9,225.9,225.9,225.9,9.960159363,7.70252324,41.76626826,36.05577689,4.515272244,259,259
12673,1,220.9,220.9,220.9,220.9,6.790402897,30.55681304,21.11815301,19.33001358,22.20461747,256,256
12674,3,360.06,586.74,455.8533333,1367.56,19.04486823,42.32355436,15.8866887,4.729591389,18.01529732,21,137
12676,5,121.55,509.5,229.946,1149.73,1.72214346,43.54065737,24.44486967,19.90902212,10.38330739,0,241
12678,10,71.28,3243.13,864.03,8640.3,13.08692985,40.02766108,28.8890432,0.098376214,17.89798965,8,283
12679,3,94.32,756.81,321.15,963.45,12.32549691,60.9476361,12.76661996,11.8428564,2.117390627,17,213
12680,3,112.38,311.78,204.4533333,613.36,28.15638451,48.51962958,9.04851963,6.488848311,7.786617973,3,43
12681,16,331.39,1238.06,662.573125,10601.17,13.55322101,38.35152158,23.85453681,11.0921719,13.1485487,7,297
12682,22,99.6,835.11,399.9640909,8799.21,10.40036549,41.59975725,23.44426375,19.40969701,5.145916508,11,301
12683,12,24.9,1017.28,536.3975,6436.77,6.392181172,52.13981547,19.91138413,6.001457253,15.78586776,22,295
12684,4,30,489.1,344.87,1379.48,4.46545075,46.10432917,9.54707571,1.435323455,38.44782092,100,143
12685,3,222.6,1057.18,609.6733333,1829.02,21.5525254,42.1608293,23.08011941,2.977004079,10.22952182,5,23
12686,1,89.14,89.14,89.14,89.14,0,56.54027373,0,0,43.45972627,301,301
12688,1,4873.81,4873.81,4873.81,4873.81,15.31245576,40.4907044,17.98962208,11.52794221,14.67927556,43,43
12689,1,511.03,511.03,511.03,511.03,8.776392775,56.72856779,20.07709919,7.788192474,6.629747764,57,57
12690,1,389.01,389.01,389.01,389.01,6.400863731,45.39729056,22.77833475,25.42351096,0,135,135
12691,4,36,190.2,139.075,556.3,11.93600575,36.07765594,29.33668884,19.41398526,3.23566421,75,287
12693,4,162.05,228.87,207.74,830.96,12.07639357,35.57571965,14.41705979,36.19307789,1.737749109,57,249
12694,2,430.17,439.5,434.835,869.67,6.002276726,54.38269689,6.289742086,11.23414629,22.09113802,0,113
12695,2,89.25,244.65,166.95,333.9,19.40700809,8.984725966,0,53.09973046,18.50853549,37,140
12697,2,333.51,390.5,362.005,724.01,25.9181503,52.22303559,8.079998895,0,13.77881521,61,99
12700,2,1056.43,1056.62,1056.525,2113.05,12.3802087,50.4668607,18.46051915,3.066657202,15.62575424,86,145
12701,2,337.08,460.63,398.855,797.71,11.32617116,41.03997693,14.55416129,5.678755437,27.40093518,9,172
12703,1,274.7,274.7,274.7,274.7,12.50455042,40.51692756,31.50709865,0,15.47142337,1,1
12704,4,245.55,410.55,336.6175,1346.47,5.919181267,56.3324842,12.91228174,16.99629401,7.839758777,8,99
12705,5,835.57,1284.9,991.238,4956.19,10.8066882,34.95467284,26.79538113,12.40368105,15.03957677,7,287
12707,1,603.42,603.42,603.42,603.42,14.9398429,30.29399092,20.53296212,23.27566206,10.95754201,221,221
12708,8,189.4,401.73,287.81875,2302.55,15.65655469,49.55418992,20.94938221,5.543853554,8.29601963,2,298
12709,12,68,1180.51,653.095,7837.14,18.93854136,40.03769232,5.924355058,26.36803732,8.731373945,1,296
12710,3,71.4,700.51,376.8566667,1130.57,8.513404743,38.56461785,13.77181422,10.51681895,28.63334424,26,131
12712,11,146.8,776.05,345.1209091,3796.33,16.50541444,14.98499867,8.861189623,55.60238441,4.04601286,36,301
12714,4,513.26,1114.52,847.425,3389.7,8.382747736,47.46113225,17.27557011,8.722010797,18.1585391,36,224
12715,1,353.86,353.86,353.86,353.86,0,47.25032499,38.29197988,0,14.45769513,36,36
12716,1,677.9,677.9,677.9,677.9,13.14353149,32.50626936,16.86089394,8.777105768,28.71219944,63,63
12717,2,371.24,609.74,490.49,980.98,10.63222492,50.72988236,21.30522539,7.314114457,10.01855288,81,175
12718,1,238.25,238.25,238.25,238.25,5.456453305,43.3158447,12.71773347,15.84470094,22.66526758,1,1
12720,18,16.5,498.32,210.5344444,3789.62,10.50237227,37.34833572,18.36041608,7.417630264,26.37124567,10,299
12721,5,286.6,591.09,408.362,2041.81,8.321048481,47.5960055,14.71733413,7.716192986,21.6494189,9,284
12722,4,46.65,580.08,237.745,950.98,21.90161728,30.94702307,20.49464763,7.981240405,18.67547162,15,80
12724,3,125.46,542.81,274.39,823.17,28.23232139,45.99292977,13.46258974,3.68696624,8.625192852,11,262
12725,1,427.8,427.8,427.8,427.8,29.41795231,29.86208509,24.96493689,2.781673679,12.97335203,301,301
12726,6,170.28,401.58,304.1066667,1824.64,4.554323045,32.98184847,5.968300596,0,56.49552788,16,287
12727,6,38.4,901.66,550.7833333,3304.7,5.032226828,32.04829485,19.48376555,24.67697522,18.75873756,25,250
12728,4,164.05,252.54,209.0825,836.33,11.8493896,48.49879832,19.08337618,5.631748233,14.93668767,1,262
